logAge   ,Mass,Gmag,BPmag,RPmag,bp_rp
7.6,4.722,-0.742,-0.86,-0.586,-0.274
7.6,4.905,-0.866,-0.988,-0.705,-0.28300000000000003
7.6,4.99,-0.922,-1.046,-0.759,-0.28700000000000003
7.6,5.088,-0.988,-1.114,-0.822,-0.29200000000000015
7.6,5.271,-1.111,-1.24,-0.94,-0.30000000000000004
7.6,5.417,-1.208,-1.34,-1.034,-0.30600000000000005
7.6,5.453,-1.232,-1.364,-1.058,-0.30600000000000005
7.6,5.524,-1.279,-1.413,-1.103,-0.31000000000000005
7.6,5.636,-1.357,-1.493,-1.18,-0.31300000000000017
7.6,5.723,-1.418,-1.554,-1.238,-0.31600000000000006
7.6,5.818,-1.485,-1.623,-1.304,-0.31899999999999995
7.6,5.977,-1.598,-1.738,-1.415,-0.32299999999999995
7.6,6.0,-1.615,-1.755,-1.431,-0.32399999999999984
7.6,6.005,-1.618,-1.758,-1.434,-0.32400000000000007
7.6,6.146,-1.721,-1.863,-1.535,-0.32800000000000007
7.6,6.2,-1.762,-1.904,-1.575,-0.32899999999999996
7.6,6.278,-1.82,-1.963,-1.633,-0.33000000000000007
7.6,6.399,-1.916,-2.06,-1.728,-0.3320000000000001
7.6,6.445,-1.953,-2.097,-1.764,-0.33299999999999996
7.6,6.611,-2.091,-2.236,-1.902,-0.3340000000000003
7.6,6.748,-2.211,-2.356,-2.022,-0.3340000000000001
7.6,6.873,-2.332,-2.476,-2.143,-0.3330000000000002
7.6,6.986,-2.449,-2.593,-2.261,-0.33199999999999985
7.6,6.996,-2.458,-2.602,-2.271,-0.33099999999999996
7.6,7.101,-2.568,-2.711,-2.382,-0.32899999999999974
7.6,7.221,-2.708,-2.849,-2.525,-0.3240000000000003
7.6,7.332,-2.851,-2.989,-2.672,-0.3169999999999997
7.6,7.435,-2.995,-3.13,-2.82,-0.31000000000000005
7.6,7.515,-3.119,-3.251,-2.948,-0.30299999999999994
7.6,7.601,-3.254,-3.383,-3.088,-0.29499999999999993
7.6,7.617,-3.278,-3.407,-3.112,-0.29499999999999993
7.6,7.656,-3.275,-3.41,-3.102,-0.3080000000000003
7.6,7.666,-3.25,-3.389,-3.07,-0.31899999999999995
7.6,7.67,-3.223,-3.366,-3.037,-0.3290000000000002
7.6,7.672,-3.204,-3.352,-3.013,-0.33899999999999997
7.6,7.673,-3.194,-3.345,-2.999,-0.3460000000000001
7.6,7.674,-3.19,-3.343,-2.992,-0.351
7.6,7.674,-3.177,-3.328,-2.982,-0.34599999999999964
7.6,7.674,-3.176,-3.322,-2.987,-0.33499999999999996
7.6,7.674,-3.203,-3.345,-3.019,-0.32600000000000007
7.6,7.675,-3.266,-3.403,-3.089,-0.31400000000000006
7.6,7.675,-3.345,-3.478,-3.175,-0.3030000000000004
7.6,7.675,-3.433,-3.56,-3.269,-0.2909999999999999
7.6,7.676,-3.522,-3.644,-3.365,-0.2789999999999999
7.6,7.676,-3.608,-3.725,-3.459,-0.266
7.6,7.676,-3.691,-3.803,-3.548,-0.2549999999999999
7.6,7.676,-3.77,-3.876,-3.634,-0.242
7.6,7.677,-3.845,-3.946,-3.716,-0.22999999999999998
7.6,7.677,-3.917,-4.013,-3.795,-0.21799999999999997
7.6,7.677,-3.986,-4.076,-3.872,-0.20399999999999974
7.6,7.677,-4.052,-4.137,-3.945,-0.19199999999999973
7.6,7.677,-4.117,-4.195,-4.017,-0.17799999999999994
7.6,7.678,-4.178,-4.251,-4.087,-0.1640000000000006
7.6,7.678,-4.238,-4.304,-4.153,-0.1510000000000007
7.6,7.678,-4.295,-4.356,-4.218,-0.1379999999999999
7.6,7.678,-4.35,-4.404,-4.28,-0.12399999999999967
7.6,7.678,-4.402,-4.45,-4.34,-0.11000000000000032
7.6,7.679,-4.452,-4.493,-4.397,-0.09600000000000009
7.6,7.679,-4.499,-4.535,-4.452,-0.08300000000000018
7.6,7.679,-4.545,-4.573,-4.505,-0.0680000000000005
7.6,7.679,-4.588,-4.61,-4.556,-0.05400000000000027
7.6,7.679,-4.628,-4.644,-4.606,-0.038000000000000256
7.6,7.679,-4.667,-4.675,-4.654,-0.020999999999999908
7.6,7.679,-4.704,-4.705,-4.7,-0.004999999999999893
7.6,7.68,-4.737,-4.731,-4.744,0.0129999999999999
7.6,7.68,-4.774,-4.758,-4.797,0.0389999999999997
7.6,7.68,-4.798,-4.772,-4.837,0.0649999999999995
7.6,7.68,-4.814,-4.777,-4.873,0.09600000000000009
7.6,7.68,-4.825,-4.775,-4.906,0.13099999999999934
7.6,7.68,-4.83,-4.765,-4.937,0.1720000000000006
7.6,7.68,-4.829,-4.748,-4.964,0.2160000000000002
7.6,7.68,-4.823,-4.724,-4.989,0.2649999999999997
7.6,7.68,-4.813,-4.693,-5.014,0.3210000000000006
7.6,7.68,-4.8,-4.657,-5.038,0.3810000000000002
7.6,7.68,-4.784,-4.618,-5.059,0.44099999999999984
7.6,7.68,-4.765,-4.574,-5.075,0.5010000000000003
7.6,7.681,-4.744,-4.527,-5.09,0.5629999999999997
7.6,7.681,-4.713,-4.462,-5.104,0.6420000000000003
7.6,7.681,-4.687,-4.403,-5.116,0.7130000000000001
7.6,7.681,-4.655,-4.339,-5.121,0.782
7.6,7.681,-4.621,-4.272,-5.122,0.8499999999999996
7.6,7.681,-4.583,-4.201,-5.117,0.9160000000000004
7.6,7.681,-4.54,-4.126,-5.104,0.9779999999999998
7.6,7.681,-4.493,-4.046,-5.086,1.04
7.6,7.681,-4.441,-3.963,-5.06,1.0969999999999995
7.6,7.681,-4.384,-3.876,-5.028,1.1519999999999997
7.6,7.681,-4.321,-3.785,-4.988,1.2030000000000003
7.6,7.681,-4.254,-3.697,-4.938,1.2409999999999997
7.6,7.681,-4.177,-3.599,-4.876,1.2770000000000001
7.6,7.681,-4.054,-3.45,-4.773,1.3229999999999995
7.6,7.681,-3.958,-3.329,-4.694,1.3649999999999998
7.6,7.682,-3.863,-3.204,-4.62,1.416
7.6,7.682,-3.868,-3.188,-4.639,1.451
7.6,7.682,-3.899,-3.19,-4.69,1.5000000000000004
7.6,7.682,-3.955,-3.224,-4.761,1.537
7.6,7.682,-4.014,-3.261,-4.832,1.5709999999999997
7.6,7.682,-4.076,-3.304,-4.907,1.6030000000000002
7.6,7.682,-4.139,-3.345,-4.981,1.6359999999999997
7.6,7.682,-4.154,-3.355,-4.999,1.6439999999999997
7.6,7.682,-4.171,-3.367,-5.02,1.6529999999999996
7.6,7.682,-4.25,-3.422,-5.113,1.6910000000000003
7.6,7.682,-4.297,-3.451,-5.17,1.7189999999999999
7.6,7.682,-4.381,-3.502,-5.272,1.7700000000000005
7.6,7.682,-4.452,-3.541,-5.358,1.8169999999999997
7.6,7.683,-4.515,-3.572,-5.438,1.8659999999999997
7.6,7.684,-4.57,-3.599,-5.507,1.9079999999999995
7.6,7.684,-4.62,-3.614,-5.572,1.9580000000000002
7.6,7.685,-4.667,-3.628,-5.633,2.005
7.6,7.685,-4.693,-3.635,-5.668,2.0330000000000004
7.6,7.687,-4.73,-3.642,-5.717,2.0749999999999997
7.6,7.688,-4.747,-3.638,-5.741,2.1029999999999998
7.6,7.69,-4.742,-3.644,-5.732,2.088
7.6,7.704,-4.701,-3.654,-5.671,2.0170000000000003
7.6,7.713,-4.659,-3.652,-5.612,1.96
7.6,7.721,-4.616,-3.645,-5.553,1.908
7.6,7.728,-4.567,-3.623,-5.49,1.867
7.6,7.736,-4.517,-3.602,-5.426,1.8240000000000003
7.6,7.744,-4.463,-3.576,-5.357,1.7810000000000001
7.6,7.754,-4.41,-3.549,-5.29,1.741
7.6,7.768,-4.37,-3.537,-5.235,1.6980000000000004
7.6,7.789,-4.349,-3.545,-5.198,1.6530000000000005
7.6,7.802,-4.347,-3.559,-5.187,1.6280000000000001
7.6,7.819,-4.442,-3.679,-5.266,1.5870000000000002
7.6,7.828,-4.606,-3.88,-5.407,1.5270000000000001
7.6,7.831,-4.684,-3.975,-5.474,1.499
7.6,7.833,-4.799,-4.124,-5.567,1.4430000000000005
7.6,7.833,-4.878,-4.226,-5.63,1.404
7.6,7.834,-4.964,-4.359,-5.683,1.3239999999999998
7.6,7.834,-5.021,-4.442,-5.72,1.2779999999999996
7.6,7.834,-5.061,-4.502,-5.746,1.2440000000000007
7.6,7.834,-5.096,-4.555,-5.767,1.2120000000000006
7.6,7.835,-5.134,-4.617,-5.784,1.1669999999999998
7.6,7.835,-5.17,-4.683,-5.798,1.1150000000000002
7.6,7.835,-5.212,-4.76,-5.808,1.048
7.6,7.835,-5.241,-4.819,-5.812,0.9930000000000003
7.6,7.836,-5.267,-4.875,-5.81,0.9349999999999996
7.6,7.836,-5.29,-4.93,-5.801,0.8710000000000004
7.6,7.836,-5.31,-4.982,-5.789,0.8069999999999995
7.6,7.836,-5.328,-5.032,-5.771,0.7389999999999999
7.6,7.837,-5.342,-5.079,-5.747,0.6680000000000001
7.6,7.837,-5.354,-5.12,-5.722,0.6020000000000003
7.6,7.838,-5.365,-5.159,-5.696,0.5369999999999999
7.6,7.839,-5.374,-5.193,-5.669,0.476
7.6,7.84,-5.382,-5.226,-5.64,0.4139999999999997
7.6,7.841,-5.389,-5.256,-5.611,0.35499999999999954
7.6,7.843,-5.395,-5.283,-5.582,0.2989999999999995
7.6,7.845,-5.398,-5.305,-5.552,0.2469999999999999
7.6,7.847,-5.398,-5.322,-5.524,0.20199999999999996
7.6,7.85,-5.395,-5.333,-5.495,0.16199999999999992
7.6,7.857,-5.39,-5.341,-5.468,0.12699999999999978
7.6,7.862,-5.4,-5.348,-5.484,0.13600000000000012
7.6,7.871,-5.418,-5.356,-5.52,0.1639999999999997
7.6,7.882,-5.439,-5.361,-5.568,0.20699999999999985
7.6,7.899,-5.464,-5.368,-5.625,0.2569999999999997
7.6,7.912,-5.48,-5.364,-5.675,0.31099999999999994
7.6,7.919,-5.486,-5.352,-5.708,0.35599999999999987
7.6,7.925,-5.488,-5.336,-5.74,0.4039999999999999
7.6,7.93,-5.486,-5.308,-5.777,0.4690000000000003
7.6,7.934,-5.482,-5.282,-5.802,0.5199999999999996
7.6,7.938,-5.473,-5.244,-5.833,0.5890000000000004
7.6,7.941,-5.459,-5.198,-5.861,0.6629999999999994
7.6,7.944,-5.443,-5.144,-5.888,0.7439999999999998
7.6,7.946,-5.422,-5.087,-5.906,0.819
7.6,7.948,-5.398,-5.031,-5.917,0.8860000000000001
7.6,7.95,-5.374,-4.972,-5.924,0.952
7.6,7.951,-5.342,-4.909,-5.923,1.0140000000000002
7.6,7.952,-5.306,-4.84,-5.915,1.0750000000000002
7.6,7.953,-5.289,-4.808,-5.912,1.104
7.6,7.954,-5.36,-4.936,-5.932,0.9960000000000004
7.6,7.955,-5.413,-5.044,-5.933,0.8890000000000002
7.6,7.956,-5.444,-5.112,-5.927,0.8149999999999995
7.6,7.956,-5.46,-5.148,-5.92,0.7720000000000002
7.6,7.956,-5.472,-5.176,-5.914,0.7379999999999995
7.6,7.956,-5.478,-5.19,-5.911,0.7209999999999992
7.6,7.956,-5.482,-5.201,-5.907,0.7060000000000004
7.6,7.956,-5.485,-5.209,-5.904,0.6950000000000003
7.6,7.957,-5.488,-5.217,-5.901,0.6840000000000002
7.6,7.957,-5.491,-5.225,-5.898,0.673
7.6,7.957,-5.494,-5.232,-5.895,0.6629999999999994
7.6,7.957,-5.497,-5.241,-5.892,0.6510000000000007
7.6,7.957,-5.501,-5.251,-5.888,0.6369999999999996
7.6,7.957,-5.504,-5.259,-5.885,0.6259999999999994
7.6,7.957,-5.508,-5.27,-5.882,0.6120000000000001
7.6,7.957,-5.513,-5.282,-5.877,0.5949999999999998
7.6,7.957,-5.519,-5.297,-5.872,0.5750000000000002
7.6,7.958,-5.528,-5.319,-5.862,0.5430000000000001
7.6,7.961,-5.523,-5.326,-5.84,0.5140000000000002
7.6,7.965,-5.511,-5.293,-5.857,0.5640000000000001
7.6,7.968,-5.502,-5.259,-5.88,0.6209999999999996
7.6,7.971,-5.487,-5.208,-5.91,0.702
7.6,7.974,-5.467,-5.149,-5.934,0.7850000000000001
7.6,7.976,-5.447,-5.097,-5.948,0.851
7.6,7.978,-5.415,-5.022,-5.959,0.9369999999999994
7.6,7.98,-5.386,-4.961,-5.96,0.9989999999999997
7.6,7.981,-5.351,-4.892,-5.954,1.0619999999999994
7.6,7.982,-5.311,-4.818,-5.942,1.1240000000000006
7.6,7.984,-5.267,-4.741,-5.924,1.1830000000000007
7.6,7.984,-5.219,-4.664,-5.9,1.2360000000000007
7.6,7.985,-5.17,-4.59,-5.871,1.2810000000000006
7.6,7.986,-5.112,-4.505,-5.833,1.3280000000000003
7.6,7.987,-5.039,-4.393,-5.786,1.3929999999999998
7.6,7.988,-4.935,-4.247,-5.711,1.4640000000000004
7.6,7.99,-4.814,-4.086,-5.615,1.529
7.6,7.991,-4.746,-3.995,-5.563,1.5679999999999996
7.6,7.993,-4.627,-3.832,-5.47,1.638
7.6,8.001,-4.598,-3.767,-5.461,1.6940000000000004
7.6,8.017,-4.616,-3.739,-5.505,1.766
7.6,8.022,-4.672,-3.752,-5.583,1.8310000000000004
7.6,8.023,-4.695,-3.757,-5.615,1.858
7.6,8.023,-4.7,-3.759,-5.622,1.863
7.6,8.023,-4.762,-3.781,-5.703,1.9220000000000002
7.6,8.024,-4.769,-3.781,-5.713,1.932
7.6,8.024,-4.771,-3.781,-5.716,1.935
7.6,8.025,-4.774,-3.78,-5.721,1.9410000000000003
7.6,8.025,-4.799,-3.781,-5.757,1.9759999999999995
7.6,8.026,-4.847,-3.78,-5.825,2.0450000000000004
7.6,8.026,-4.891,-3.766,-5.891,2.125
7.6,8.027,-4.924,-3.746,-5.944,2.198
7.6,8.028,-4.954,-3.727,-5.991,2.264
7.6,8.028,-4.975,-3.687,-6.031,2.344
7.6,8.029,-4.991,-3.651,-6.063,2.412
7.6,8.029,-4.992,-3.648,-6.066,2.4179999999999997
7.6,8.029,-4.996,-3.639,-6.074,2.435
7.6,8.03,-5.019,-3.574,-6.122,2.548
7.6,8.037,-5.056,-3.078,-6.273,3.195
7.6,8.039,-5.056,-3.047,-6.278,3.2309999999999994
7.6,8.039,-5.056,-3.04,-6.279,3.239
7.6,8.04,-5.055,-3.036,-6.279,3.243
7.6,8.041,-5.055,-3.032,-6.28,3.248
7.6,8.041,-5.055,-3.024,-6.28,3.2560000000000002
7.6,8.042,-5.055,-3.018,-6.281,3.263
7.6,8.044,-5.053,-2.997,-6.283,3.2860000000000005
7.6,8.06,-5.086,-3.294,-6.267,2.9730000000000003
7.6,8.076,-5.092,-3.241,-6.286,3.0449999999999995
7.6,8.091,-5.101,-3.175,-6.309,3.1340000000000003
7.6,8.109,-5.112,-3.135,-6.33,3.1950000000000003
7.7,0.09,13.148,15.906,11.809,4.097000000000001
7.7,0.096,13.041,15.801,11.702,4.099
7.7,0.1,12.961,15.721,11.622,4.099
7.7,0.107,12.84,15.602,11.501,4.101000000000001
7.7,0.12,12.636,15.4,11.297,4.103
7.7,0.14,12.218,14.779,10.901,3.878
7.7,0.14,12.217,14.777,10.899,3.878
7.7,0.16,11.868,14.266,10.571,3.6950000000000003
7.7,0.201,11.295,13.44,10.034,3.405999999999999
7.7,0.235,10.924,12.918,9.689,3.228999999999999
7.7,0.273,10.578,12.441,9.366,3.075000000000001
7.7,0.289,10.445,12.258,9.243,3.014999999999999
7.7,0.296,10.39,12.182,9.193,2.9890000000000008
7.7,0.3,10.36,12.141,9.164,2.9770000000000003
7.7,0.329,10.147,11.851,8.969,2.8820000000000014
7.7,0.35,10.012,11.673,8.843,2.83
7.7,0.365,9.918,11.552,8.755,2.796999999999999
7.7,0.4,9.717,11.296,8.568,2.7279999999999998
7.7,0.45,9.435,10.933,8.307,2.6259999999999994
7.7,0.5,9.145,10.561,8.04,2.521000000000001
7.7,0.515,9.066,10.46,7.968,2.492000000000001
7.7,0.549,8.861,10.203,7.78,2.422999999999999
7.7,0.55,8.854,10.193,7.772,2.4209999999999994
7.7,0.6,8.524,9.772,7.473,2.2990000000000004
7.7,0.614,8.415,9.63,7.376,2.2540000000000004
7.7,0.633,8.244,9.406,7.225,2.181000000000001
7.7,0.65,8.077,9.186,7.08,2.106
7.7,0.669,7.856,8.892,6.891,2.0009999999999994
7.7,0.69,7.591,8.543,6.665,1.8779999999999992
7.7,0.7,7.46,8.373,6.554,1.818999999999999
7.7,0.708,7.3,8.154,6.426,1.7279999999999998
7.7,0.72,7.057,7.824,6.231,1.593
7.7,0.73,6.869,7.572,6.082,1.4900000000000002
7.7,0.738,6.719,7.376,5.962,1.4140000000000006
7.7,0.749,6.552,7.16,5.827,1.3330000000000002
7.7,0.75,6.532,7.136,5.811,1.3250000000000002
7.7,0.754,6.49,7.084,5.775,1.3089999999999993
7.7,0.767,6.355,6.922,5.66,1.2619999999999996
7.7,0.8,6.123,6.647,5.461,1.186
7.7,0.849,5.811,6.277,5.198,1.0789999999999997
7.7,0.85,5.808,6.272,5.195,1.077
7.7,0.859,5.765,6.222,5.159,1.0630000000000006
7.7,0.899,5.584,6.015,5.001,1.0139999999999993
7.7,0.903,5.572,6.001,4.991,1.0100000000000007
7.7,0.945,5.396,5.802,4.834,0.968
7.7,0.95,5.372,5.776,4.814,0.9619999999999997
7.7,1.0,5.111,5.483,4.581,0.9019999999999992
7.7,1.05,4.852,5.195,4.35,0.8450000000000006
7.7,1.099,4.606,4.922,4.131,0.7909999999999995
7.7,1.123,4.497,4.802,4.033,0.7689999999999992
7.7,1.149,4.381,4.674,3.929,0.7450000000000006
7.7,1.2,4.116,4.382,3.693,0.6889999999999996
7.7,1.24,3.959,4.212,3.55,0.6619999999999999
7.7,1.247,3.897,4.141,3.499,0.6419999999999999
7.7,1.249,3.887,4.129,3.492,0.6369999999999996
7.7,1.25,3.883,4.125,3.489,0.6360000000000001
7.7,1.3,3.678,3.901,3.305,0.5959999999999996
7.7,1.35,3.482,3.689,3.131,0.5580000000000003
7.7,1.4,3.3,3.491,2.971,0.52
7.7,1.45,3.13,3.305,2.822,0.4830000000000001
7.7,1.5,2.968,3.128,2.684,0.44399999999999995
7.7,1.55,2.816,2.958,2.559,0.399
7.7,1.6,2.672,2.797,2.445,0.3520000000000003
7.7,1.649,2.534,2.64,2.338,0.30200000000000005
7.7,1.674,2.469,2.566,2.287,0.2789999999999999
7.7,1.699,2.406,2.495,2.239,0.2560000000000002
7.7,1.724,2.344,2.426,2.192,0.23399999999999999
7.7,1.749,2.286,2.36,2.147,0.21300000000000008
7.7,1.774,2.226,2.293,2.102,0.19100000000000028
7.7,1.799,2.17,2.229,2.059,0.16999999999999993
7.7,1.824,2.118,2.17,2.019,0.1509999999999998
7.7,1.849,2.066,2.111,1.979,0.13200000000000012
7.7,1.874,2.015,2.055,1.939,0.1160000000000001
7.7,1.899,1.967,2.001,1.901,0.09999999999999987
7.7,1.924,1.92,1.949,1.864,0.08499999999999996
7.7,1.947,1.879,1.904,1.831,0.07299999999999995
7.7,1.993,1.8,1.817,1.767,0.050000000000000044
7.7,2.013,1.767,1.78,1.739,0.040999999999999925
7.7,2.038,1.725,1.735,1.705,0.030000000000000027
7.7,2.083,1.654,1.658,1.645,0.0129999999999999
7.7,2.129,1.588,1.586,1.589,-0.0029999999999998916
7.7,2.174,1.523,1.516,1.533,-0.016999999999999904
7.7,2.219,1.46,1.449,1.478,-0.028999999999999915
7.7,2.265,1.4,1.384,1.425,-0.04100000000000015
7.7,2.356,1.284,1.26,1.321,-0.06099999999999994
7.7,2.538,1.067,1.031,1.124,-0.0930000000000002
7.7,2.652,0.938,0.895,1.005,-0.10999999999999988
7.7,2.72,0.864,0.817,0.936,-0.1190000000000001
7.7,2.82,0.759,0.706,0.837,-0.131
7.7,2.902,0.674,0.617,0.757,-0.14
7.7,2.999,0.577,0.516,0.666,-0.15000000000000002
7.7,3.084,0.494,0.429,0.588,-0.15899999999999997
7.7,3.266,0.325,0.252,0.427,-0.175
7.7,3.283,0.309,0.236,0.412,-0.176
7.7,3.447,0.164,0.084,0.274,-0.19
7.7,3.513,0.107,0.025,0.22,-0.195
7.7,3.629,0.01,-0.076,0.128,-0.20400000000000001
7.7,3.736,-0.077,-0.167,0.045,-0.21200000000000002
7.7,3.812,-0.138,-0.231,-0.013,-0.218
7.7,3.917,-0.22,-0.316,-0.092,-0.224
7.7,3.997,-0.283,-0.381,-0.151,-0.23
7.7,4.113,-0.374,-0.475,-0.238,-0.237
7.7,4.177,-0.424,-0.527,-0.286,-0.24100000000000005
7.7,4.28,-0.503,-0.609,-0.362,-0.247
7.7,4.358,-0.563,-0.671,-0.419,-0.25200000000000006
7.7,4.495,-0.666,-0.777,-0.519,-0.258
7.7,4.539,-0.699,-0.811,-0.55,-0.261
7.7,4.722,-0.835,-0.951,-0.681,-0.2699999999999999
7.7,4.784,-0.881,-0.998,-0.725,-0.273
7.7,4.905,-0.971,-1.091,-0.813,-0.278
7.7,4.997,-1.04,-1.161,-0.879,-0.28200000000000003
7.7,5.088,-1.11,-1.233,-0.947,-0.28600000000000014
7.7,5.191,-1.19,-1.315,-1.025,-0.29000000000000004
7.7,5.271,-1.253,-1.379,-1.086,-0.2929999999999999
7.7,5.296,-1.272,-1.399,-1.105,-0.29400000000000004
7.7,5.448,-1.394,-1.522,-1.224,-0.29800000000000004
7.7,5.453,-1.398,-1.527,-1.228,-0.29899999999999993
7.7,5.518,-1.45,-1.579,-1.279,-0.30000000000000004
7.7,5.636,-1.549,-1.68,-1.377,-0.30299999999999994
7.7,5.651,-1.562,-1.693,-1.389,-0.30400000000000005
7.7,5.761,-1.659,-1.791,-1.486,-0.30499999999999994
7.7,5.818,-1.711,-1.844,-1.538,-0.30600000000000005
7.7,5.823,-1.716,-1.848,-1.542,-0.30600000000000005
7.7,5.934,-1.819,-1.952,-1.645,-0.30699999999999994
7.7,6.0,-1.883,-2.017,-1.709,-0.30799999999999983
7.7,6.092,-1.975,-2.108,-1.801,-0.30700000000000016
7.7,6.2,-2.092,-2.225,-1.919,-0.30600000000000005
7.7,6.201,-2.094,-2.226,-1.92,-0.30600000000000005
7.7,6.301,-2.208,-2.34,-2.036,-0.3039999999999998
7.7,6.396,-2.324,-2.455,-2.154,-0.30100000000000016
7.7,6.399,-2.328,-2.458,-2.157,-0.30100000000000016
7.7,6.498,-2.461,-2.59,-2.294,-0.2959999999999998
7.7,6.591,-2.601,-2.727,-2.437,-0.29000000000000004
7.7,6.678,-2.74,-2.862,-2.58,-0.28200000000000003
7.7,6.745,-2.861,-2.981,-2.706,-0.2749999999999999
7.7,6.817,-2.993,-3.11,-2.842,-0.2679999999999998
7.7,6.831,-3.016,-3.133,-2.865,-0.2679999999999998
7.7,6.847,-3.017,-3.136,-2.863,-0.27300000000000013
7.7,6.868,-3.007,-3.131,-2.847,-0.2839999999999998
7.7,6.875,-2.983,-3.111,-2.817,-0.29400000000000004
7.7,6.877,-2.959,-3.092,-2.787,-0.30500000000000016
7.7,6.879,-2.943,-3.08,-2.766,-0.31400000000000006
7.7,6.879,-2.934,-3.075,-2.752,-0.3230000000000004
7.7,6.88,-2.932,-3.073,-2.748,-0.32499999999999973
7.7,6.88,-2.919,-3.059,-2.737,-0.32200000000000006
7.7,6.88,-2.915,-3.051,-2.74,-0.31099999999999994
7.7,6.88,-2.935,-3.066,-2.764,-0.30200000000000005
7.7,6.881,-2.993,-3.119,-2.829,-0.29000000000000004
7.7,6.881,-3.073,-3.194,-2.916,-0.278
7.7,6.881,-3.166,-3.282,-3.016,-0.266
7.7,6.881,-3.26,-3.371,-3.117,-0.254
7.7,6.882,-3.35,-3.455,-3.214,-0.2410000000000001
7.7,6.882,-3.434,-3.534,-3.306,-0.22799999999999976
7.7,6.882,-3.513,-3.608,-3.392,-0.2160000000000002
7.7,6.882,-3.588,-3.677,-3.474,-0.20299999999999985
7.7,6.882,-3.66,-3.743,-3.553,-0.18999999999999995
7.7,6.883,-3.728,-3.805,-3.628,-0.17700000000000005
7.7,6.883,-3.792,-3.864,-3.701,-0.1629999999999998
7.7,6.883,-3.854,-3.919,-3.77,-0.14900000000000002
7.7,6.883,-3.913,-3.972,-3.837,-0.1349999999999998
7.7,6.883,-3.969,-4.022,-3.9,-0.12200000000000033
7.7,6.884,-4.023,-4.069,-3.961,-0.1080000000000001
7.7,6.884,-4.074,-4.113,-4.02,-0.09300000000000086
7.7,6.884,-4.123,-4.155,-4.076,-0.07900000000000063
7.7,6.884,-4.169,-4.195,-4.13,-0.06500000000000039
7.7,6.884,-4.212,-4.232,-4.182,-0.04999999999999982
7.7,6.884,-4.254,-4.266,-4.232,-0.03399999999999981
7.7,6.885,-4.292,-4.298,-4.28,-0.017999999999999794
7.7,6.885,-4.327,-4.325,-4.326,0.0009999999999994458
7.7,6.885,-4.359,-4.349,-4.371,0.02200000000000024
7.7,6.885,-4.386,-4.367,-4.412,0.04499999999999993
7.7,6.885,-4.407,-4.378,-4.451,0.07299999999999951
7.7,6.885,-4.421,-4.38,-4.486,0.10599999999999987
7.7,6.885,-4.429,-4.375,-4.518,0.1429999999999998
7.7,6.885,-4.431,-4.362,-4.547,0.1849999999999996
7.7,6.885,-4.427,-4.34,-4.573,0.23300000000000054
7.7,6.886,-4.419,-4.314,-4.598,0.2839999999999998
7.7,6.886,-4.408,-4.281,-4.622,0.3410000000000002
7.7,6.886,-4.393,-4.243,-4.644,0.4009999999999998
7.7,6.886,-4.375,-4.201,-4.662,0.4610000000000003
7.7,6.886,-4.353,-4.155,-4.675,0.5199999999999996
7.7,6.886,-4.33,-4.105,-4.688,0.5829999999999993
7.7,6.886,-4.304,-4.051,-4.698,0.6470000000000002
7.7,6.886,-4.275,-3.991,-4.706,0.7150000000000003
7.7,6.886,-4.243,-3.926,-4.71,0.7839999999999998
7.7,6.886,-4.207,-3.858,-4.709,0.8509999999999995
7.7,6.886,-4.168,-3.787,-4.702,0.915
7.7,6.886,-4.125,-3.712,-4.689,0.9769999999999999
7.7,6.886,-4.078,-3.634,-4.67,1.036
7.7,6.886,-4.026,-3.552,-4.644,1.092
7.7,6.886,-3.969,-3.466,-4.611,1.1449999999999996
7.7,6.886,-3.904,-3.372,-4.569,1.197
7.7,6.887,-3.833,-3.28,-4.514,1.2340000000000004
7.7,6.887,-3.731,-3.157,-4.428,1.271
7.7,6.887,-3.632,-3.039,-4.344,1.3050000000000002
7.7,6.887,-3.54,-2.919,-4.272,1.3530000000000002
7.7,6.887,-3.512,-2.881,-4.251,1.3700000000000006
7.7,6.887,-3.519,-2.868,-4.273,1.4049999999999998
7.7,6.887,-3.55,-2.869,-4.324,1.4549999999999996
7.7,6.887,-3.613,-2.907,-4.402,1.495
7.7,6.887,-3.677,-2.951,-4.478,1.5269999999999997
7.7,6.887,-3.739,-2.995,-4.553,1.5579999999999998
7.7,6.887,-3.801,-3.039,-4.624,1.5849999999999995
7.7,6.887,-3.816,-3.051,-4.643,1.5919999999999996
7.7,6.887,-3.878,-3.095,-4.715,1.6199999999999997
7.7,6.887,-3.908,-3.116,-4.75,1.634
7.7,6.887,-3.944,-3.141,-4.792,1.6509999999999998
7.7,6.888,-4.008,-3.185,-4.867,1.682
7.7,6.888,-4.074,-3.227,-4.947,1.7200000000000002
7.7,6.888,-4.15,-3.274,-5.039,1.7649999999999997
7.7,6.889,-4.218,-3.315,-5.121,1.8060000000000005
7.7,6.89,-4.284,-3.35,-5.203,1.8530000000000002
7.7,6.89,-4.35,-3.387,-5.282,1.895
7.7,6.891,-4.386,-3.405,-5.327,1.9220000000000002
7.7,6.892,-4.433,-3.419,-5.389,1.9700000000000002
7.7,6.893,-4.453,-3.425,-5.415,1.9900000000000002
7.7,6.898,-4.436,-3.426,-5.39,1.9639999999999995
7.7,6.906,-4.402,-3.424,-5.341,1.9170000000000003
